REF	ETUD	LOCA	REG	DPT	COM	INSEE	TICO	ADRS	STAT	AFFE	PPRO	DPRO	AUTR	SCLE	
PA11000040	recensement immeubles MH	Languedoc-Roussillon ; Aude ; Labécède-Lauragais	Languedoc-Roussillon	11	Labécède-Lauragais	11181	Ancien centre national de vol à voile de la Montagne Noire (également sur commune de Vaudreuille)		propriété de la commune		Les parties suivantes : le hangar Mistral I, l'atelier Jacques Aubriot, l'ancienne cantine, le hangar Mistral II, les pistes d'envol et d'atterrissage (cad. Labécède-Lauragais A 226 (hangar Mistral I, ancienne cantine, atelier Jacques Aubriot) , 187 (hangar Mistral II) , 184 à 186, 526 (pistes) ; Vaudreuille (Haute Garonne) ZO 6 (portion de pistes) ) : inscription par arrêté du 8 janvier 2009	2009/01/08 : inscrit MH		2e quart 20e siècle	
PA34000063	recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Colombiers	Languedoc-Roussillon	34	Colombiers	34081	Tunnel-aqueduc de drainage de l'étang de Colombiers et Montady ou "tunnel des Moines" ou Aqueduc de Montady ou Aqueduc de Malpas		propriété d'une association		La galerie souterraine de drainage de l'étang de Colombiers et Montady (cad. non cadastré) située : commune de Colombiers depuis son entrée amont au nord, au lieudit "le Malpas", sous le tracé de la voie de chemin de fer de Bordeaux à Sète, et les parcelles D 297, 303 et 305, et sous le tracé du Canal du Midi, puis section C 782, ainsi que : commune de Nissan-lez-Enserune, parcelles C 401, 535, 537 à 542, 564, 568 à 572, 576, 577, 586 à 588, 592, 593, 595 et pour deux passages à ciel ouvert sur les parcelles C 596, 597, lieudit "les Traoucats" jusqu'au chemin de Taragone au sud (limite avec la section D) (cf plan annexé à l'arrêté) : classement par arrêté du 16 juin 2009	2009/06/16 : classé MH		Moyen Age	
PA34000061	recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézenas	Languedoc-Roussillon	34	Pézenas	34199	Ancien hôtel Mazel	Ledru-Rollin (place) 5	propriété de la commune ; propriété d'une société privée		L'ancien hôtel en totalité, y compris le sol de toute la parcelle correspondante (cad. BN 54, lieudit Porte de Faugères) : inscription par arrêté du 9 novembre 2006	2006/11/09 : inscrit MH		2e moitié 18e siècle	
PA34000060	recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Poussan	Languedoc-Roussillon	34	Poussan	34213	Ancien château Montlaur	Eglise (place de l')	propriété privée		Les façades et les toitures de tout l'ancien château, les parcelles correspondantes avec le sol de la cour, et, en totalité, le corps de bâtiment nord-ouest, ancien logis seigneurial abritant le décor peint (cad. A 889 à 891, 1153, 1154, 1540) : inscription par arrêté du 11 mai 2006	2006/05/11 : inscrit MH		Moyen Age	
PA34000059	recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Murviel-lès-Béziers	Languedoc-Roussillon	34	Murviel-lès-Béziers	34178	Eglise paroissiale Saint-Jean		propriété de la commune		L'église paroissiale (cad. AC 317) : inscription par arrêté du 5 juillet 2006	2006/07/05 : inscrit MH		1ère moitié 15e siècle ; 16e siècle	
PA34000058	recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Montpellier	Languedoc-Roussillon	34	Montpellier	34172	Mas de Bagnères	Horaces (rue des) 246	propriété privée		Le mas comprenant la maison de maître, y compris les cuves à vin, avec son parc et sa noria, en totalité (cad. EI 10 : noria, 314, 315 : parc, 310 : maison) : inscription par arrêté du 5 juillet 2006	2006/07/05 : inscrit MH		18e siècle	
PA34000057	recensement immeubles MH	Languedoc-Roussillon ; Hérault ; La Livinière	Languedoc-Roussillon	34	Livinière (La)	34141	Sanctuaire Notre-Dame du Spasme		propriété de la commune		Le sanctuaire en totalité, à savoir la chapelle avec son décor et les parcelles correspondantes, y compris celle du jardin de la Vierge avec son décor (cad. AM 81, 82) : inscription par arrêté du 15 février 2006	2006/02/15 : inscrit MH			
PA34000056	recensement immeubles MH	Languedoc-Roussillon ; Hérault ; La Livinière	Languedoc-Roussillon	34	Livinière (La)	34141	Eglise paroissiale Saint-Etienne		propriété de la commune		L'église en totalité (cad. AM 394) : inscription par arrêté du 15 février 2006	2006/02/15 : inscrit MH			
PA34000055	recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Juvignac	Languedoc-Roussillon	34	Juvignac	34123	Domaine de Caunelles		propriété d'une personne privée		Le domaine comprenant le château, ses jardins et le parc (à l'intérieur du mur d'enceinte, y compris ce mur et ses portails) avec le bâti correspondant (chapelle, orangerie, vestiges de la serre, noria et édicules) , la maison du jardinier avec la tour-pigeonnier et le potager, en totalité, avec le sol des parcelles correspondantes, ainsi que la parcelle du plantier au-dessus du parc (cad. BO 1 : parc, 2 : plantier, 3 : pigeonnier ; BP 1 : remise ruinée, 2 : château et jardin, 8, 9 : pinède, 37 : potager) : inscription par arrêté du 20 avril 2006	2006/04/20 : inscrit MH			
PA34000054	recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Boisseron	Languedoc-Roussillon	34	Boisseron	34033	Pont romain	RD 601	propriété du département		Le pont situé sur la route départementale 601 au passage de la rivière la Bénovie (non cadastré, domaine public) : classement par arrêté du 10 octobre 2008	2008/10/10 : inscrit MH		Haut-Empire ; 1er quart 19e siècle	
PA30000062	recensement immeubles MH	Languedoc-Roussillon ; Gard ; Saint-Hippolyte-de-Caton	Languedoc-Roussillon	30	Saint-Hippolyte-de-Caton	30261	Château		propriété d'une société privée		Les façades et toitures de l'ensemble du bâti avec la parcelle correspondante (cad. C 165) ; le logis seigneurial plus l'aile nord des communs, en totalité ; le jardin en totalité avec son mur de clôture, l'orangerie et la serre (cad. C 163 : jardin, C 162 : orangerie, C 164 : serre) : inscription par arrêté du 15 février 2006	2006/02/15 : inscrit MH		15e siècle ; 18e siècle	
PA30000061	recensement immeubles MH	Languedoc-Roussillon ; Gard ; Blauzac	Languedoc-Roussillon	30	Blauzac	30041	Château de Blauzac	Eglise (place de l') ; Château (rue du)	propriété privée		Le château avec le sol de la cour et le jardin (cad. AB 71, 307 à 309) ainsi que les façades et toitures de la partie cadastrée AB 72 : inscription par arrêté du 10 février 2006	2006/02/10 : inscrit MH		14e siècle	
PA11000036	recensement immeubles MH	Languedoc-Roussillon ; Aude ; Caunes-Minervois	Languedoc-Roussillon	11	Caunes-Minervois	11081	Trois anciennes carrières de marbre : carrière du Roi, carrière de marbre gris et carrière du roc de Buffens		propriété de l'Etat ; propriété d'une société privée		Les trois anciennes carrières de marbre, à savoir la carrière du Roi (cad. C 418, 1015) , la carrière de marbre gris (cad. C 1014) , la carrière du roc de Buffens (cad. C 100) et les rampes d'accès associées (cad. C 418) : inscription par arrêté du 2 juin 2006	2006/06/02 : inscrit MH		17e siècle ; 18e siècle	
PA11000035	recensement immeubles MH	Languedoc-Roussillon ; Aude ; Villarzel-du-Razès	Languedoc-Roussillon	11	Villarzel-du-Razès	11417	Château de Villarzel		propriété d'une personne privée		En totalité, le château et ses bâtiments annexes, y compris le sol de la parcelle correspondante (cad. D 420) : inscription par arrêté du 21 septembre 2006	2006/09/21 : inscrit MH		limite 15e siècle 16e siècle ; 17e siècle	
PA11000034	recensement immeubles MH	Languedoc-Roussillon ; Aude ; Leucate	Languedoc-Roussillon	11	Leucate	11202	Fort de Leucate		propriété privée ; propriété de la commune ; propriété de l'Etat		Les vestiges du fort en totalité, y compris les glacis et les fossés, ainsi que l'ensemble de l'emprise au sol des parcelles correspondantes (cad. CA 206 à 208, 249, 261 ; CS 319, 406 à 408, 411, 413 à 442, 454, cf plan annexé à l'arrêté) : inscription par arrêté du 26 juillet 2006	2006/07/26 : inscrit MH			
PA11000033	recensement immeubles MH	Languedoc-Roussillon ; Aude ; Laure-Minervois	Languedoc-Roussillon	11	Laure-Minervois	11198	Eglise paroissiale Saint-Jean-Baptiste		propriété de la commune		L'église en totalité (cad. B 376) : inscription par arrêté du 7 juin 2006	2006/06/07 : inscrit MH		1ère moitié 14e siècle	
PA66000020	recensement immeubles MH ; label XXe	Languedoc-Roussillon ; Pyrénées-Orientales ; Mont-Louis	Languedoc-Roussillon	66	Mont-Louis	66117	Four solaire de Mont-Louis		propriété de la commune		Le four solaire, à savoir l'héliostat, le concentrateur et le four lui même, situé sur les remparts de la cité (cad. AC 41) : inscription par arrêté du 14 mai 2008	2008/05/14 : inscrit MH	Trombe Félix (inventeur)	2e quart 20e siècle	
PA66000019	recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; La Llagonne	Languedoc-Roussillon	66	Llagonne (La)	66098	Vestiges du castrum		propriété de la commune		L'ensemble formé par les vestiges du castrum avec l'église paroissiale Saint-Vincent en totalité, la tour du Capil, l'enceinte fortifiée et l'ancien cimetière, avec le sol des parcelles concernées et de la voirie non cadastrée (cad. A 599 à 601, 607, 918 ; non cadastré, cf plan annexé à l'arrêté) : inscription par arrêté du 15 mars 2010	2010/03/15 : inscrit MH		11e siècle ; 13e siècle	
PA48000013	recensement immeubles MH	Languedoc-Roussillon ; Lozère ; Meyrueis	Languedoc-Roussillon	48	Meyrueis	48096	Temple protestant		propriété d'une association cultuelle		Le temple protestant en totalité, ainsi que le sol de l'ancien cimetière avec son mur de clôture (cad. I 95, 96, 667) : inscription par arrêté du 24 septembre 2008	2008/09/24 : inscrit MH			
PA34000074	recensement immeubles MH ; label XXe	Languedoc-Roussillon ; Hérault ; Sète	Languedoc-Roussillon	34	Sète	34301	Anciens entrepôts Dubonnet	Moulins (quai des) 51	propriété d'une société privée ; propriété de la commune		L'ensemble des façades et toitures, des sols, y compris celui de la cour, et leur emprise, et, en totalité, le pavillon central avec ses cuves (cad. AE 47, 48, 54) : inscription par arrêté du 10 juillet 2008	2008/07/10 : inscrit MH	Carlier (agence d'architecture)	1er quart 20e siècle	
PA34000073	recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Montpellier	Languedoc-Roussillon	34	Montpellier	34172	Evêché	Lallemand (rue) 22	propriété d'une société privée		Les façades et les toitures sur rues et sur cour, la cour d'honneur avec son jardin et sa clôture, la chapelle, le grand escalier, les salons et la salle à manger du rez-de-chaussée, la bibliothèque et les galeries - corridors qui les desservent (à l'exception de la maison accolée en retour rue Pradel) (cad. BY 123) : inscription par arrêté du 20 août 2008	2008/08/20 : inscrit MH	Nodet Henri (architecte)	1er quart 20e siècle	
PA34000072	recensement immeubles MH ; label XXe	Languedoc-Roussillon ; Hérault ; Mauguio	Languedoc-Roussillon	34	Mauguio	34154	Ancienne motte féodale et jardin de la Motte	Montesquieu (rue) ; Baudin (rue) 34	propriété de la commune		L'ensemble de l'ancienne motte féodale et des aménagements hydrauliques avec le réservoir et la chambre des vannes, ainsi que le jardin avec la tour belvédère, y compris l'ensemble des sols (cad. CA 123, 124) : inscription par arrêté du 17 avril 2008	2008/04/17 : inscrit MH		Moyen Age ; limite 19e siècle 20e siècle	
PA34000071	recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Gignac	Languedoc-Roussillon	34	Gignac	34114	Mas de Rieussec ou de Granier		propriété d'une personne privée		Les façades et les toitures de la maison de maître, de l'orangerie, ainsi que, en totalité, les terrasses, le parc et le jardin avec l'allée de buis et les sources (cad. B 1169 à 1176) : inscription par arrêté du 10 juillet 2008	2008/07/10 : inscrit MH		4e quart 18e siècle ; 3e quart 19e siècle	
PA34000070	recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Balaruc-le-Vieux	Languedoc-Roussillon	34	Balaruc-le-Vieux	34024	Aqueduc antique de Balaruc (également sur commune de Balaruc-les-Bains)		propriété de la commune		En totalité, les tronçons identifiés de l'aqueduc situés en souterrain sous les parcelles AB 62 à 65, 68, 71 à 73 ; AC 156, 148 ; AM 8 à 10 (non cadastré, cf plan annexé à l'arrêté) : inscription par arrêté du 17 avril 2008	2008/07/17 : inscrit MH		Antiquité	
PA34000069	recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Balaruc-les-Bains	Languedoc-Roussillon	34	Balaruc-les-Bains	34023	Aqueduc antique de Balaruc (également sur commune de Balaruc-le-Vieux)		propriété de la commune		En totalité, les tronçons de l'aqueduc situés en souterrain sous les parcelles AE 2, 158, 175, 176, 439, 573 ; AD 32 à 34, 819, 820 ; BA 8, 9, 11 à 15, 17, 21, 22, 29, 31 à 33 ; BC 23, 62 à 66, 68 à 71 ; BD 113, 167, 211, 212, 228 à 231, 245, 257, 259, 263, 273, 282, 295, 296, 307, 311, 312 (non cadastré, cf plan annexé à l'arrêté) : inscription par arrêté du 17 avril 2008	2008/04/17 : inscrit MH		Antiquité	
PA30000074	recensement immeubles MH	Languedoc-Roussillon ; Gard ; Générargues	Languedoc-Roussillon	30	Générargues	30129	Domaine de la Bambouseraie de Prafrance		propriété de la commune ; propriété privée		Les façades et toitures de la ferme de Prafrance et, en totalité, l'ensemble du domaine historique de la bambouseraie avec son système hydraulique (moulin, canal, rigoles, machine des pompes) y compris le jardin de Mazel et les aires de production (cad. A 308, 310, 312, 313 ; C 67 à 69, 92 à 98, 435 à 440, 444, 447, 448, 450 à 463, 464 -ferme de Prafrance-, 465 à 467, 469 à 490, 492, 589, 590, 704, 744 à 747, 749, 750, 888, cf plan annexé à l'arrêté) : inscription par arrêté du 24 juillet 2008	2008/07/24 : inscrit MH		2e moitié 19e siècle ; 20e siècle	
PA30000073	recensement immeubles MH	Languedoc-Roussillon ; Gard ; Durfort-et-Saint-Martin-de-Sossenac	Languedoc-Roussillon	30	Durfort-et-Saint-Martin-de-Sossenac	30106	Ancien château de Durfort		propriété d'une personne privée		La tour seigneuriale, ainsi que les façades et toitures de l'aile nord (cad. AV 129, 130) : inscription par arrêté du 1er septembre 2008	2008/09/01 : inscrit MH		12e siècle	
PA30000072	recensement immeubles MH ; label XXe	Languedoc-Roussillon ; Gard ; La Grand-Combe	Languedoc-Roussillon	30	Grand-Combe (La)	30132	Puits Ricard		propriété de la commune		L'ensemble des installations minières du Puits Ricard, à savoir le puits de chevalement et ses annexes, la salle des machines avec celles-ci, le bâtiment des bains - douches (dit aussi "salle des pendus" et actuellement musée du mineur) avec leurs aménagements spécifiques et l'atelier du siège d'exploitation (cad. AL 22, 34, 35, 52, 53) : inscription par arrêté du 14 mai 2008	2008/05/14 : inscrit MH		2e quart 20e siècle	
PA30000071	recensement immeubles MH	Languedoc-Roussillon ; Gard ; Gajan	Languedoc-Roussillon	30	Gajan	30122	Logis seigneurial		propriété d'une personne privée		Le logis seigneurial en totalité (cad. B 1135) : inscription par arrêté du 30 avril 2008	2008/04/30 : inscrit MH		12e siècle ; 14e siècle ; 15e siècle	
PA30000070	recensement immeubles MH	Languedoc-Roussillon ; Gard ; Brignon	Languedoc-Roussillon	30	Brignon	30053	Enceinte urbaine		propriété de la commune ; propriété privée		Les façades et toitures de l'ancienne chapelle, la porte sud dite tour de l'Horloge et les deux tours rondes en totalité, ainsi que le mur de l'enceinte urbaine, y compris le mur nord du château et de la mairie (cad. D 153 - ancienne chapelle -, 182 - porte sud dite tour de l'horloge -, 183 - tour sud-ouest -, 189 - tour ouest -, 188, 617, 183, 184 enceinte sud-ouest -, 190, 158, 829, 826, 830 - enceinte nord-ouest -, 155 - château -, 181, 174 à 179, 181 - enceinte est et sud-est) : inscription par arrêté du 17 juin 2008	2008/06/17 : inscrit MH		12e siècle	
PA66000018	recensement immeubles MH	Languedoc-Roussillon ; Pyrénées-Orientales ; Amélie-les-Bains-Palalda	Languedoc-Roussillon	66	Amélie-les-Bains-Palalda	66003	Ancien hôpital thermal des armées		propriété de la commune		L'ancien hôpital et sa chapelle en totalité, à savoir l'ensemble du bâti correspondant à l'état historique initial avec les corps des bâtiments, l'aqueduc, les murs de soutènement et de clôture, ainsi que les parcelles correspondantes (cad. C 226, 227) : inscription par arrêté du 15 janvier 2007	2007/01/15 : inscrit MH		19e siècle	
